"Comp1","Comp2","Comp3","Comp4"
-13.1481529722986,-10.9774173136443,-9.4379730631677,-10.1924405641148
-13.1496196823203,-11.0127372056586,-9.45540317397413,-10.2103141306486
-13.1541466697764,-11.0486175537699,-9.47443365345802,-10.2291426881784
-13.1624750722939,-11.0831881519621,-9.4934978016743,-10.2475161431608
-13.1746561490238,-11.1148494634579,-9.5110073804683,-10.2641176887661
-13.1900703433468,-11.1425618259597,-9.52571466127198,-10.2778609728386
-13.2075497746253,-11.1660162609947,-9.53702557677884,-10.2880162984461
-13.2255534620588,-11.185594135986,-9.54512679825234,-10.2942830673198
-13.242405752008,-11.2021130830145,-9.55081511176771,-10.2967851127402
-13.2565848877574,-11.2164790431382,-9.55503212175299,-10.2959943728463
-13.2670038778281,-11.2294077609354,-9.55827190015554,-10.2925913811713
-13.2732169714263,-11.2413095539138,-9.56012391127432,-10.2872804446567
-13.2754712142413,-11.2523262181775,-9.55918247533014,-10.2806136158736
-13.2745486290941,-11.2624439954901,-9.55342658661773,-10.2728919068261
-13.2714702622285,-11.2715966694292,-9.54098660309056,-10.2641845046189
-13.2672204679503,-11.2797074747384,-9.52101532358758,-10.2544589209136
-13.2625885295365,-11.2866732703338,-9.49426563777718,-10.2437603991228
-13.2581268453478,-11.2923342199403,-9.46306614995353,-10.2323464530719
-13.2541846159486,-11.2964829081026,-9.43069364859736,-10.220705127804
-13.2509690222927,-11.2989545113809,-9.40045971871837,-10.2094534955236
-13.2485924193763,-11.299801084428,-9.37491804815552,-10.1991743718706
-13.2470877150071,-11.2994945838601,-9.35544288155006,-10.1902675947257
-13.2464027660923,-11.2990640573541,-9.34220018631566,-10.1828775539421
-13.2463961655386,-11.3000794715777,-9.33440219312465,-10.1769206786915
-13.2468421230896,-11.3044430692877,-9.33073158392318,-10.1721808601701
-13.2474340385793,-11.314025626536,-9.32985184080387,-10.1684097321347
-13.2477864203844,-11.3302547597142,-9.33090025452373,-10.1653900464734
-13.2474575795072,-11.3537771200935,-9.33380297257442,-10.162958864835
-13.2460148483427,-11.3842667326333,-9.33925771955949,-10.1610029932206
-13.2431567566294,-11.4203968181838,-9.34834527008254,-10.1594366632494
-13.238901080448,-11.4599879231924,-9.36188352872336,-10.1581746008604
-13.2337823568265,-11.500355278817,-9.37975308734431,-10.1571245313689
-13.228897876887,-11.5388256449038,-9.40047948626073,-10.1562215287576
-13.2256596781911,-11.5732785845997,-9.42132886177224,-10.1555068580059
